"ID","Nickname","AvatarName","Category","Comment","Author","AvatarURL"
"0194","ばななAkyo","akyo_banana","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_a2b96174-dfc2-4125-93bd-9f153f1f6ca0"
"0195","ハリネズミAkyo","akyo_ハリネズミ","動物,動物/ハリネズミ",,"ささのき","https://vrchat.com/home/avatar/avtr_9d4980e3-eca6-42cf-ad9b-6e8a1d6d6271"
"0196","朝顔Akyo","akyo_asagao","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_4189b47b-64f8-4d5e-9d75-856d5b29e334"
"0197","赤飯Akyo","akyo_sekihan","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_8cf8decf-a8c8-4290-a983-87dc824e3e3c"
"0198","バニーAkyo","akyo_バニー","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_99d9cfe3-5b6c-4ab6-a48f-f3ccb4c020c9"
"0199","アルパカAkyo","akyo_アルパカ","動物,動物/アルパカ","チョコミント類ではない","ささのき","https://vrchat.com/home/avatar/avtr_36b0ccac-72c6-4f68-9474-4898a7355329"
"0200","アルパカAkyo2","akyo_アルパカ2","動物,動物/アルパカ",,"ささのき","https://vrchat.com/home/avatar/avtr_48249a7a-fbc2-4668-b1a6-9b78dc053736"
"0201","とろろAkyo","akyo_TORORO","パロディ,パロディ/となりのトトロ","トロロ‥","ささのき","https://vrchat.com/home/avatar/avtr_36624382-f918-47fb-9bdb-dc02b67df8d3"
"0202","とろろAkyo2","akyo_TORORO2","パロディ,パロディ/となりのトトロ","腕がある","ささのき","https://vrchat.com/home/avatar/avtr_22aae6f5-3641-4d7a-b9ee-8751d584693c"
"0203","ゆかたAkyo","akyo_yukata1","衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_e2ccce43-1bb6-4962-be94-bf341e6df024"
"0204","ふぉーるAkyo","akyo_fall","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_e53958d7-1a6a-4ad6-918f-de3cc4935bb9"
"0205","ひよこAkyo","akyo_hiyoko","動物,動物/鳥",,"ささのき","https://vrchat.com/home/avatar/avtr_1215c40a-e4af-4dfe-9787-57907e610c41"
"0206","海辺Akyo","akyo_sea","自然",,"ささのき","https://vrchat.com/home/avatar/avtr_90e8e6ec-c455-4a45-b778-89651e4baec3"
"0207","あしがるAkyo","akyo_asigaru2","職業・家柄","asigaru1は没案","ささのき","https://vrchat.com/home/avatar/avtr_711b3c52-9f3d-479b-abdc-6c1b3f639cbd"
"0208","ゆうれいAkyo/ゴーストAkyo","akyo_ghost 3․0","架空の存在,架空の存在/妖怪・おばけ","おばけシリーズの始祖","ささのき","https://vrchat.com/home/avatar/avtr_34834487-1367-4c24-baea-5e2e3fd6d5da"
"0209","フランケンAkyo","akyo_フランケン","ハロウィン,季節・行事,架空の存在,架空の存在/妖怪・おばけ",,"ささのき","https://vrchat.com/home/avatar/avtr_9c86e679-6d0e-4a64-8aec-a666c0bb3127"
"0210","ミイラAkyo","akyo_ミイラ","ハロウィン,季節・行事,架空の存在,架空の存在/妖怪・おばけ",,"ささのき","https://vrchat.com/home/avatar/avtr_c1a939ff-b601-46ad-8041-49948e8d04f9"
"0211","さつまいもAkyo","akyo_サツマイモ","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_6e236506-58d9-410e-99d6-344527f6b7dd"
"0212","コートきつねAkyo","akyo_coat","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_20553520-5c47-41cf-9815-1c160e1a8cfd"
"0213","ししまいAkyo","akyo_sisimai","季節・行事","わるいキッズAkyoを襲う","ささのき","https://vrchat.com/home/avatar/avtr_3f41cb57-4272-4f6a-8091-e4c5c9dfcedf"
"0214","巫女きつねAkyo","akyo_miko","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_a0c16e22-fb58-4040-b58b-bcce4ce9ffa1"
"0215","ひつじAkyo","akyo_sheep","動物,動物/ひつじ",,"ささのき","https://vrchat.com/home/avatar/avtr_d70abf49-48d4-47aa-ba54-018671093563"
"0216","ローポリきつねAkyo","akyo_狐ローポリ","動物/きつね,動物,ローポリ",,"ささのき","https://vrchat.com/home/avatar/avtr_298de4f3-d106-4742-a795-7442cd7bd5cd"
"0217","amongAkyo","akyo_among","架空の存在,パロディ,パロディ/Among Us",,"ささのき","https://vrchat.com/home/avatar/avtr_1e9aed2c-daed-4b61-a2c0-71a5f6805432"
"0218","エジプトAkyo/ファラオAkyo","akyo_ファラオ","歴史",,"ささのき","https://vrchat.com/home/avatar/avtr_e2e08913-bd24-4e64-9175-5eefc0d5cf32"
"0219","きつねたいやきAkyo","akyo_taiyaki","動物/きつね,動物,食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_ceeb309c-1a40-4428-b40a-b2db5c5c926c"
"0220","いぬAkyo","akyo_dog","動物,動物/いぬ",,"ささのき","https://vrchat.com/home/avatar/avtr_79c61874-9523-4be9-9518-84a00a31b685"
"0221","とうもろこしAkyo","akyo_Corn","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_18a4a48c-eb45-4023-bc8c-c9f708f5997e"
"0222","かいぞくAkyo","akyo_kaizoku","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_f02535d3-5b8a-4589-a468-a129f002c45b"
"0223","きつねAkyoV2","akyo_fox V2","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_270596d5-eb6c-49f0-8e3e-547b8ad5dfad"
"0224","にんじんAkyo","akyo_にんじん","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_0375af58-540b-4fe5-bfab-6d7b5212350b"
"0225","おそうじAkyo","akyo___おそうじ 0․303","職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_4aa294f8-df3e-447b-b5d1-9753663a69e3"
"0226","とらAkyo","akyo_tora","動物,動物/とら",,"ささのき","https://vrchat.com/home/avatar/avtr_ac962bce-4567-4cbd-b25c-be16058a19cd"
"0227","ふりそできつねAkyo","きつねkyo_振袖","動物/きつね,動物","Aがない","ささのき","https://vrchat.com/home/avatar/avtr_0d6f6089-2fda-4125-86ce-30d53ac2e548"
"0228","九尾きつねAkyo","akyo_fox9 1․55","動物/きつね,動物","浴衣も着ている","ささのき","https://vrchat.com/home/avatar/avtr_347af16a-3802-4214-846c-f027276410df"
"0229","フライAkyo","akyo_Fried 1․4","食べ物,食べ物/料理","えびフライ？","ささのき","https://vrchat.com/home/avatar/avtr_43a755ef-8725-43bd-81c8-9c60b817cf0f"
"0230","メイドきつねAkyo","akyo___メイド 1․74","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_b6d06215-a01a-44f7-abfe-f9ef5d57b1db"
"0231","かき氷Akyo","akyo_かき氷 1․061","食べ物,食べ物/スイーツ","色変更可能","ささのき","https://vrchat.com/home/avatar/avtr_6fa94c58-2222-4f99-8fa1-b10790a8da27"
"0232","歩兵Akyo","akyo__歩兵","職業・家柄","緑はチョコミント類？","ささのき","https://vrchat.com/home/avatar/avtr_44db453a-6048-4c21-b993-4dd3717bfc1d"
"0233","メガネAkyo","akyo__papipo 1․01","メガネ,パロディ,パロディ/人物","元ネタがある？","ささのき","https://vrchat.com/home/avatar/avtr_f68c924d-b93d-4d59-ba31-5d12abfe5a0f"
"0234","白菜Akyo","akyo_hakusai 1․03","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_c293ac43-7343-4c37-a7a2-f36a6e3c3c9e"
"0235","たけのこAkyo","akyo_たけのこ","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_6ecd7341-b642-4ae7-bc6e-90641ae1c48e"
"0236","ピザAkyo","akyo__pizza","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_4fd7301c-e773-4b61-b8be-d8b9bbff2c8b"
"0237","ドラキュラAkyo","akyo__Helloween","ハロウィン,季節・行事,架空の存在,架空の存在/妖怪・おばけ",,"ささのき","https://vrchat.com/home/avatar/avtr_839891c0-f3a2-4338-b071-a25a423d2567"
"0238","おばけきつねAkyo","ローポリきつねyu-rei","動物/きつね,ハロウィン,季節・行事,動物,架空の存在,架空の存在/妖怪・おばけ,ローポリ","生死不明、要確認","ささのき","https://vrchat.com/home/avatar/avtr_bd6c9d1b-c6da-4d2a-9ebc-ce4453c94dd5"
"0239","アイドルきつねAkyo","akyo きつねidol","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_f9bb0395-8436-4dd9-b753-1d3555ebf798"
"0240","焼き芋Akyo","akyo_yakiimo","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_8af73583-7ef5-418f-b283-2f904168be1d"
"0241","イスAkyo","akyo_isu","家電・家具","キッズAkyo！？","ささのき","https://vrchat.com/home/avatar/avtr_c1407fbf-592f-4ef7-b332-df0b88761f3e"
"0242","旅きつねAkyo/ポンチョきつねAkyo","fox pontyo 0․4","動物,動物/きつね,衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_b32ab8eb-a15b-416f-ae7b-2ee4a1b5b9a7"
"0243","ねこAkyo","akyo_cat 1․07","動物,動物/ねこ",,"ささのき","https://vrchat.com/home/avatar/avtr_c875e748-aa41-43b7-bc72-b4f2744c460c"
"0244","ハスキーAkyo","akyo_husky","動物,動物/ハスキー","いぬAkyoに分類していいか要確認","ささのき","https://vrchat.com/home/avatar/avtr_889f3ebc-bd9d-4cff-bdee-1ceea7fe2485"
"0245","おしるこAkyo","akyo_osiruko","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_83f28034-4486-424e-8b6a-e57d6881596f"
"0246","きつねうどんAkyo","akyo_fox_udon","動物/きつね,動物,食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_34e805c0-2030-4fba-b60b-5225fa62c893"
"0247","さくらきつねAkyo","akyo fox sakura","動物/きつね,動物,植物",,"ささのき","https://vrchat.com/home/avatar/avtr_44f31d4e-bb9e-4979-9034-9fe48c6474ad"
"0248","夏きつねAkyo","akyo fox summer","動物/きつね,動物,季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_b75e7aea-f210-4a94-85be-6ee2a23d4c94"
"0249","キャベツAkyo","akyo_kyabetu","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_3e671ca8-dcb1-49ed-97ad-5e60e03397bd"
"0250","スイカAkyo","akyo_スイカ","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_3f5597aa-0b86-4280-b5e1-c109b2ced0b7"
"0251","うまAkyo","akyo_uma","動物,動物/うま",,"ささのき","https://vrchat.com/home/avatar/avtr_2134f6da-1d71-4c56-9061-3a3f9d9f445e"
"0252","ホットドッグAkyo","akyo_hotdog","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_0f8b848e-5ade-4e1b-8e3f-ac6de38fa6c2"
"0253","現場ねこAkyo","akyo_ねこG","動物,動物/ねこ",,"ささのき","https://vrchat.com/home/avatar/avtr_f7a7832b-a037-4d97-9b99-713a680366b5"
"0254","とうがらしAkyo","akyo_tougarasi","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_1c6cba9c-259a-4d28-84d2-c3aec1a22cff"
"0255","トリケラAkyo","akyo_トリケラ","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_ca7aed34-d6f0-42d1-bd93-bf97447e3c06"
"0256","ステゴAkyo","akyo_sutego","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_a1b7da99-1ac6-4374-9d2f-40d896dd8722"
"0257","プテラAkyo","akyo_putera","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_b8ac1e0d-54b4-4bac-9070-3a3cecd9b8d2"
"0258","ホットきつねAkyo","akyo_hotfox","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_cbbfe341-412e-46ee-ae10-8f0e36bfba41"
"0259","ティラノAkyo","akyo_ティラノ","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_f0c70f5a-be7a-4d0a-a5ae-7f59e09e7e0e"
"0260","パンダAkyo","akyo_panda","動物,動物/パンダ",,"ささのき","https://vrchat.com/home/avatar/avtr_8c04b666-3c8d-47c4-af8f-3d687f0ab4a8"
"0261","パインAkyo","akyo_pain","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_8a91dedb-a60e-43b4-b319-114b880a1ac9"
"0262","へびAkyo","akyo_hebi","動物,動物/へび",,"ささのき","https://vrchat.com/home/avatar/avtr_9053fd92-d3f7-4182-ab55-f0d09d61c959"
"0263","ペーパーAkyo","akyo_paper","素材・材質・生地",,"ささのき","https://vrchat.com/home/avatar/avtr_f2ad9aca-efab-4ea1-a4f3-f34ef46bfa12"
"0264","ねまききつねAkyo","akyo_fox nemaki","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_6a9e2984-e3a7-4426-b92b-e1c448606b17"
"0265","ホットケーキAkyo","akyo_hotcake","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_ffc9372b-9cce-4091-ac7f-a2cb4ce4f88a"
"0266","白玉Akyo","akyo_siratama","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_6759971b-6684-4d9d-92a8-ab5a0fb5cd95"
"0267","ポンデAkyo","akyo_ponde","食べ物,食べ物/スイーツ","ポンデの部分は食べられるとのこと","ささのき","https://vrchat.com/home/avatar/avtr_2e8b058d-2b4b-47c7-bd7b-7088cb5435aa"
"0268","ようかんAkyo","akyo_youkan","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_2799de37-6347-493f-9bef-27e967a45f5c"
"0269","ねまきねこAkyo","akyo_neko nemaki","動物,動物/ねこ",,"ささのき","https://vrchat.com/home/avatar/avtr_241fca99-5913-43a4-a6b8-3a10bc3032cf"
"0270","カステラAkyo","akyo_kasutera","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_5796cdd8-2824-4dea-89e5-50172e7a1cd0"
"0271","タコさんAkyo","akyo_takosan","動物,動物/海の生き物,動物/タコ",,"ささのき","https://vrchat.com/home/avatar/avtr_afaee0d9-533e-4c9a-82f7-48e630981436"
"0272","マヨAkyo","akyo_mayo","調味料",,"ささのき","https://vrchat.com/home/avatar/avtr_f9b08bbe-8e8e-41fd-9534-7f03034d7c21"
"0273","ギョーザAkyo","akyo_ギョーザ","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_77714ec2-1569-40d8-be0c-235b51c1f6b1"
"0274","アイスAkyo","akyo_cup ice","食べ物,食べ物/スイーツ,家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_ab3e1fd3-aa53-494b-b4aa-029d5e92eb91"
"0275","ラーメンAkyo","akyo_ramen","食べ物,食べ物/料理","カップヌードルAkyo？","ささのき","https://vrchat.com/home/avatar/avtr_ed372625-8a2f-434d-a1b3-bf79322e74a6"
"0276","バッテリーAkyo","akyo_battery","電子",,"ささのき","https://vrchat.com/home/avatar/avtr_38e5ac72-b0ca-4386-aba6-85240b34ab56"
"0277","だんごAkyo","akyo_dango","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_9fcb7d2b-037e-4985-b6da-5fb40f9a5c20"
"0278","LpackAkyo","akyo_Lpack","道具","レターパックAkyo？","ささのき","https://vrchat.com/home/avatar/avtr_2434121e-3e7d-4595-b57d-c5bdffb56fb9"
"0279","フライドポテトAkyo","akyo_フライドポテト","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_292a6c71-81ca-4870-b5a4-2d22ff9b84f8"
"0280","サメAkyo2","akyo サメ 1․5","動物,動物/海の生き物,動物/サメ",,"ささのき","https://vrchat.com/home/avatar/avtr_c27190af-0f6f-4027-8115-4b6387b5b363"
"0281","あざらしAkyo","akyo_あざらし","動物,動物/海の生き物,動物/あざらし",,"ささのき","https://vrchat.com/home/avatar/avtr_2de21ec9-a274-4341-af85-ef277b5de543"
"0282","キッズAkyo","akyo_kids","衣類・衣装","Akyoも青かった","ささのき","https://vrchat.com/home/avatar/avtr_372cb668-9809-4dac-91ec-2d1c500a19a1"
"0283","納豆Akyo","akyo_nattou","食べ物,食べ物/野菜,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_31aab10f-628a-4a16-b1c6-c7b3ffcb97d7"
"0284","クラゲAkyo","akyo_kurage","動物,動物/海の生き物,動物/クラゲ","深海からのメッセージ","ささのき","https://vrchat.com/home/avatar/avtr_d448a9fb-e941-4c35-b61b-846bd4aeb5ed"
"0285","消しゴムAkyo","akyo_kesigomu","道具,学校,素材・材質・生地",,"ささのき","https://vrchat.com/home/avatar/avtr_5c5210ce-ba4a-495b-a620-f843847a61d9"
"0286","キョンシーAkyo","akyo_キョンシー","ハロウィン,季節・行事,架空の存在,架空の存在/妖怪・おばけ",,"ささのき","https://vrchat.com/home/avatar/avtr_99abe0dd-2e1f-424a-bd8c-84f93c0294bf"
"0287","シャンプーAkyo","akyo_シャンプー","道具,お風呂",,"ささのき","https://vrchat.com/home/avatar/avtr_c41de7a4-73f5-49bd-bc9b-7318aea4a628"
"0288","ブラキオAkyo","akyo_ブラキオ","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_6928d36e-778f-492e-b6f8-bd257734b4da"
"0289","こいのぼりAkyo","akyo_こいのぼり","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_ea2ed319-cb2d-4501-8577-a1ca0b256e7d"
"0290","かしわもちAkyo","akyo_かしわもち","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_757a5fdc-57ae-41f5-9454-b1ab014ac0b1"
"0291","プレシオAkyo","akyo_プレシオ","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_f24f0b20-f2b0-473f-b740-251916488e6c"
"0292","てるてるAkyo","akyo_teruteru","季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_cf8979e0-2d07-4ead-842b-dc365a4bfd9e"
"0293","ちょうちんAkyo","akyo_tyoutin","家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_759551f7-91be-42c0-b129-1cf046076d21"
"0294","いのししAkyo","akyo_いのしし","動物,動物/いのしし",,"ささのき","https://vrchat.com/home/avatar/avtr_96eb5ab1-9b0d-4433-becc-deb417cfff31"
"0295","ひまわりAkyo","akyo_himawari","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_fec77d90-2cf2-489f-bcf0-bf801cf3a8e6"
"0296","トーストきつねAkyo","akyo_きつねトースト","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_e7f025f3-5e4d-4600-80e1-6ce8739fd929"
"0297","カンガルーAkyo","akyo_カンガルー","動物,動物/カンガルー",,"ささのき","https://vrchat.com/home/avatar/avtr_797159a0-3df0-43ef-aa61-345f0f5af3cc"
"0298","村Akyo","akyo_house","チョコミント類,建物",,"ささのき","https://vrchat.com/home/avatar/avtr_266ced26-847a-4ad5-90f5-8cfbd16a68d2"
"0299","うさぎAkyo2","akyo_usagi2","動物,動物/うさぎ","色が変わり服を着た","ささのき","https://vrchat.com/home/avatar/avtr_31a1d088-6023-4482-ab21-601aa4ec04b4"
"0300","冒険きつねAkyo","akyo_きつねぼうけん","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_da2e8f1e-fc9f-4868-9c01-43cc61b3d3b7"
"0301","コックきつねAkyo","akyo_コックさん","動物,動物/きつね,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_a5b5fb92-581d-45c8-98ab-4b8abf668aa9"
"0302","警察きつねAkyo","akyo_foxKeikan 1․3","動物,動物/きつね,職業・家柄","きみ、たいほ。","ささのき","https://vrchat.com/home/avatar/avtr_ef434fa8-5f77-4a1d-beaa-fbfc10e506ec"
"0303","キーウイAkyo","akyo_キーウイ","動物,動物/鳥",,"ささのき","https://vrchat.com/home/avatar/avtr_5856dde7-2961-47af-8fa7-2ad9b70a9864"
"0304","換毛期きつねAkyo","akyo_きつね換毛期","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_9efb2906-0d31-4797-b751-84444db99249"
"0305","プリンアイスAkyo","akyo_プリンアイス","食べ物,食べ物/スイーツ,家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_93ba7736-5dfb-4e78-a4ac-ebd5acfde622"
"0306","宇宙きつねAkyo","akyo_fox space 1․07","動物,動物/きつね,自然",,"ささのき","https://vrchat.com/home/avatar/avtr_8b3112b5-a594-46d3-a5da-74c3be8b8ba0"
"0307","すずめAkyo","akyo_すずめ","動物,動物/すずめ,動物/鳥",,"ささのき","https://vrchat.com/home/avatar/avtr_55c87e14-ca61-41a9-a154-5e84a84c4fe7"
"0308","消防きつねAkyo","akyo_fox syoubou 0․4","動物,動物/きつね,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_4fc01e6a-ae87-4ea9-8a17-34160c89b36f"
"0309","サカバンAkyo","akyo_sakaban 0․7","動物,動物/海の生き物","フライになる機能付き","ささのき","https://vrchat.com/home/avatar/avtr_a52dad23-d668-487a-8516-f1ec3c121f4e"
"0310","わらびもちAkyo","akyo_warabimoti","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_bfcf08b0-083b-46df-b75d-89bae31afaac"
"0311","あじさいAkyo","akyo_azisai","植物",,"ささのき","https://vrchat.com/home/avatar/avtr_1429d98b-119a-4595-9109-4bab7d76fe1a"
"0312","ブロッコリーAkyo","akyo_ブロッコリー","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_9a1651c9-a5d4-415d-8999-cdc739b6e67a"
"0313","医者きつねAkyo","akyo_きつねいしゃ","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_19b1c941-7da8-42f8-af18-25c8689dbb58"
"0314","英国きつねAkyo","akyo_きつね英国","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_a26d5f16-e51c-4b7d-8f7b-55bea29ee79c"
"0315","黒板消しAkyo","akyo_こくばんけし","道具,学校",,"ささのき","https://vrchat.com/home/avatar/avtr_fc88a823-31b6-4588-809a-6ea54ab9bcd1"
"0316","すしAkyo2","akyo_sushi","食べ物,食べ物/料理,食べ物/お寿司",,"ささのき","https://vrchat.com/home/avatar/avtr_6a72ccc7-e744-4dc5-bbff-e20a5b71d4a2"
"0317","オムライスAkyo","akyo_オムライス","食べ物,食べ物/料理,家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_e71ffddd-7596-4820-b1ec-fb8102bda49d"
"0318","ぞうAkyo","akyo_ぞう","動物,動物/ぞう",,"ささのき","https://vrchat.com/home/avatar/avtr_ef619ead-45bc-4512-8b51-2ff383572dc2"
"0319","JKきつねAkyo","akyo_きつねjk","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_5ea6b4af-790c-44d3-a37b-638fc9d3cd01"
"0320","JKチアきつねAkyo","akyo_チアきつね","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_bc3582f6-8e84-4ad8-9baf-6433f041ab61"
"0321","ねぎAkyo","akyo_ねぎ","食べ物,食べ物/野菜",,"ささのき","https://vrchat.com/home/avatar/avtr_7d7aac06-8096-44c7-adf5-aa94746cac26"
"0322","たぬきそばAkyo","akyo_たぬきそば","食べ物,食べ物/料理,動物,動物/たぬき",,"ささのき","https://vrchat.com/home/avatar/avtr_0cd6e7dd-a273-4354-bf24-f15d8b4d096c"
"0323","うな重Akyo","akyo_うな重","食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_9ad75bb4-a7e3-49b1-8b80-6ed222407ecf"
"0324","スイカアイスAkyo","akyo_スイカアイス","食べ物,食べ物/フルーツ,食べ物/スイーツ,家電・家具",,"ささのき","https://vrchat.com/home/avatar/avtr_79bb8ae6-e2ea-4615-a0eb-7eff41916552"
"0325","レッサーパンダAkyo","akyo_レッサーパンダ","動物,動物/レッサーパンダ",,"ささのき","https://vrchat.com/home/avatar/avtr_f65fb56f-de07-4e04-b0bb-ae9da323e466"
"0326","レッサーパンダAkyo2","akyo_レッサパンダ2","動物,動物/レッサーパンダ",,"ささのき","https://vrchat.com/home/avatar/avtr_36a6887b-b0db-4cf8-8bd4-a41452a850b5"
"0327","ようせつAkyo","akyo_yousetu","チョコミント類",,"ささのき","https://vrchat.com/home/avatar/avtr_ce418f6b-3cef-449d-a26f-dfa30b4b869c"
"0328","ワイバーンAkyo","akyo_わいばーん 0․9","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン",,"ささのき","https://vrchat.com/home/avatar/avtr_609ce6a5-44c6-4086-8598-5409e8355283"
"0329","冬きつねAkyo","akyo_きつね冬","動物/きつね,動物,季節・行事",,"ささのき","https://vrchat.com/home/avatar/avtr_560fbf6f-fde6-49b6-be9c-df2c498468e0"
"0330","フルーツきつねAkyo","akyo_fox fruits","動物/きつね,動物,食べ物,食べ物/フルーツ,植物",,"ささのき","https://vrchat.com/home/avatar/avtr_6b4cd56e-dbc2-4be1-bcd5-4f80cbd49fd2"
"0331","おじぞうAkyo","akyo_ozizou","像・埴輪",,"ささのき","https://vrchat.com/home/avatar/avtr_ece4276d-b611-428d-b51e-d7b5fb193348"
"0332","足軽Akyo2／侍Akyo","akyo_samurai","歴史,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_1b457017-3fd0-4fd7-bb8e-172f35487c34"
"0333","きつね侍Akyo","akyo_きつね侍","動物/きつね,動物,歴史,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_32c0de34-9e10-4537-85fb-97aa19c20a15"
"0334","きつね探偵Akyo","akyo_fox探偵","動物/きつね,動物,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_41736927-28e7-4914-8b5c-6155c04291b4"
"0335","ケーキAkyo","akyo_cake","食べ物,食べ物/スイーツ","ささのき式ケーキAkyo","ささのき","https://vrchat.com/home/avatar/avtr_bfcf1ebe-f12d-4a41-8a25-d5964e5eccb3"
"0336","はにわAkyo","akyo_haniwa","歴史,像・埴輪",,"ささのき","https://vrchat.com/home/avatar/avtr_2ab8f808-f666-4974-b2f2-af7065463b09"
"0337","ライオンAkyo","akyo_ライオン","動物,動物/ライオン",,"ささのき","https://vrchat.com/home/avatar/avtr_f6e29fe2-ffe7-49b6-ae31-0b30b217888a"
"0338","りゅうAkyo","akyo_ryuu","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン",,"ささのき","https://vrchat.com/home/avatar/avtr_4d6dc03d-98c2-4475-977a-fe1300f65be1"
"0339","おきつねAkyo","akyo_fox okitune","動物/きつね,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_f8501fd2-c7e5-4875-9315-36c4a64abe94"
"0340","コロネAkyo","akyo_コロネ","食べ物,食べ物/スイーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_b04555c5-33d6-4915-9722-0ad018e687c1"
"0341","富士山Akyo","akyo_huzisan","自然,自然/山","Akyoも積もれば山となる","ささのき","https://vrchat.com/home/avatar/avtr_f43b4b71-3e5c-4ef8-a71c-29171bf1ef02"
"0342","弁当きつねAkyo","akyo_foxBENTOU","動物/きつね,動物,食べ物,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_a1d965d2-b004-4e98-bfd8-4bc5a292bd5b"
