"ID","Nickname","AvatarName","Category","Comment","Author","AvatarURL"
"0485","ねぶくろAkyo","akyo ねぶくろ","チョコミント類,衣類・衣装","発想の由来が気になります","ささのき","https://vrchat.com/home/avatar/avtr_6e10ce52-0b3c-4090-8bb2-28a3c7517f9b"
"0486","風邪ひきAkyo","KazehikiAkyo","チョコミント類,病気,自然",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_b75d27c3-a766-4f68-9f7b-83c49a7942bb"
"0487","ピカチュウAkyo","Akyochu","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","ステルバイ","https://vrchat.com/home/avatar/avtr_bf07fdde-2289-4d4d-be52-44b4b7253c0e"
"0488","ヒトカゲAkyo","ヒトカゲあきょ","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","kuro5963","https://vrchat.com/home/avatar/avtr_ed6357c5-0f15-4d59-a448-88302acc7323"
"0489","ゼニガメAkyo","ゼニガメあきょ","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","kuro5963","https://vrchat.com/home/avatar/avtr_8d990dcf-a3e0-4c92-a013-d7b3929dff26"
"0490","フシギダネAkyo","フシギダネあきょ","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","kuro5963","https://vrchat.com/home/avatar/avtr_6f094609-8fe5-4dd6-ac35-06ea39da3f5f"
"0491","NEET式泡Akyo","Bubble Akyo","ギミック・特殊","泡Akyo2体目。1体目はふらっとさん","NEET ENGINEER","https://vrchat.com/home/avatar/avtr_c03b0382-19a3-4cb8-a3cf-9055492f3514"
"0492","アマダイAkyo","AmadaiAkyo","動物/魚,動物",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_e8b4b2ed-d735-48dc-b1f8-4350dc5fd7ef"
"0493","ビードルAkyo","ビーきょ","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","kuro5963","https://vrchat.com/home/avatar/avtr_6ac1434c-b554-49af-9501-7a5d9e2586c0"
"0494","ヌオーAkyo","ぬあきょ","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","kuro5963","https://vrchat.com/home/avatar/avtr_da169b0b-84a8-4f09-8726-6fdca09e3afa"
"0495","コダックAkyo","あきょダック","パロディ/ポケモン,パロディ","VRCポケ改変集会用のAkyo","kuro5963","https://vrchat.com/home/avatar/avtr_c5c75ac7-0645-4917-a575-50a4d3417526"
"0496","りんごAkyo","apple_Akyo","食べ物,食べ物/フルーツ",,"n777","https://vrchat.com/home/avatar/avtr_b72afca3-4150-4fc6-bf77-d72fd352187a"
"0497","柿Akyo","柿Akyo","食べ物,食べ物/フルーツ","数年の時を経てPublic化","MaruOcircle","https://vrchat.com/home/avatar/avtr_d1e55563-3030-4649-8edb-3707f7ed3aed"
"0498","ラテアートAkyo","LatteArtAkyo","芸術・アート,飲み物",,"oyoso_5_oku","https://vrchat.com/home/avatar/avtr_66231018-1fb9-45f8-a584-1327fb329303"
"0499","リボンきつねAkyo","リボンきつねakyo","動物/きつね,衣類・衣装,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_5d5ac7fd-2ddb-4a05-97ed-aa3154207b5f"
"0500","うたねぎAkyoB","ねぎうたB","食べ物/野菜,食べ物,パロディ/ボカロ系,パロディ,食べ物/野菜/ねぎ",,"ささのき","https://vrchat.com/home/avatar/avtr_0f8cda2a-d208-43d0-86ec-21f787c73b6b"
"0501","ねぶくろAkyo2","akyo ねぶくろ2","チョコミント類,衣類・衣装",,"ささのき","https://vrchat.com/home/avatar/avtr_6ef3c177-0e60-4b5e-91dd-fa7955b4392f"
"0502","ねぶくろきつねAkyo","akyo_fox ねぶくろ","動物/きつね,衣類・衣装,動物","うさぎと虎の寝袋に変更可能","ささのき","https://vrchat.com/home/avatar/avtr_fd8d8d3b-aab3-4303-bd84-e2a04fbd4587"
"0503","銅像Akyo","ブロンズAKyo リターンズ","建物,素材・材質・生地,素材・材質・生地/金属",,"huyumusi","https://vrchat.com/home/avatar/avtr_fefc7e4b-6b16-4488-8fb1-5049e12e99fc"
"0504","おきんきんAkyo","A金yo","色",,"Karie_O․G․3","https://vrchat.com/home/avatar/avtr_d7e59690-0ec3-4171-bb35-4f0a00eaff83"
"0505","おきんきん蝶Akyo","ア蝶","色,蝶,動物/虫,動物",,"＂K＂ ちゃん","https://vrchat.com/home/avatar/avtr_12c6cf90-a33a-49b1-9734-7671d58472b2"
"0506","色彩反転Akyo","色彩反転Akyo","ギミック・特殊",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_8164aa17-ae6e-4a8f-8b59-c5566c3dddbe"
"0507","うさぎAkyo","usagi-akyo","動物/うさぎ,動物","あとち式うさぎAkyo","あとち-krgr","https://vrchat.com/home/avatar/avtr_74eeb51e-2e98-47d8-b4f8-53fab0197f86"
"0508","もふだいこんAkyo","akyo だいこんモフ","食べ物/野菜,食べ物,食べ物/野菜/だいこん",,"ささのき","https://vrchat.com/home/avatar/avtr_0eabbbf5-04b3-4b7f-a057-0607ff402b2d"
"0509","シナモAkyo","akyo siro","パロディ/シナモロール,パロディ",,"ささのき","https://vrchat.com/home/avatar/avtr_45e7d425-fa40-49ff-8d12-069ecb902fc3"
"0510","ミサイルAkyo","AKYO S400 Missile system","チョコミント類,武器・軍事",,"pikazero","https://vrchat.com/home/avatar/avtr_143b9ab6-9a03-4c88-a9d0-08e44bbbbc30"
"0511","モーターAkyo","81mm_morter_AKYO","チョコミント類,機械,武器・軍事",,"pikazero","https://vrchat.com/home/avatar/avtr_f916c4ea-ccf9-4cdc-8979-5fc1077f34e1"
"0512","にせムルルAkyo","nisemururuAkyo","パロディ,パロディ/VRChat",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_11aa9bc1-8682-4046-88c6-03b8bbaec49f"
"0513","まめひなたAkyo","MamehinatAkyo","パロディ,パロディ/VRChat",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_3f569570-9a19-4fed-b269-38ee69d5cde4"
"0514","VketちゃんAkyo","Akyoketchan","パロディ,パロディ/VRChat",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_0b080c7d-2c10-49be-ac2b-97d1601dda93"
"0515","イーブイAkyo","noteeveeAkyo","パロディ/ポケモン,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_1f175aba-4f80-4d65-bcf2-13df4b21a8b9"
"0516","モクリもどきAkyo","mokurimodokiakyo","パロディ/モクリ,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_8c339fb3-9b2f-4c24-bbb2-08618d94c07d"
"0517","キプフェルAkyo","akyofel","パロディ,パロディ/VRChat",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_17630088-cb8e-4060-9a9c-08cc2d1a259e"
"0518","ワイトAkyo","Akyomosouomoimasu","パロディ/遊戯王,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_f5a642b5-5949-40a5-ad21-add67d040c12"
"0519","ズバットAkyo","notzubattoAkyo","パロディ/ポケモン,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_09d1c703-0803-401c-9009-00324114e66e"
"0520","ヒューマノイドもどきAkyo","NothumanoidAkyo","なりきり・仮装,パロディ,パロディ/VRChat",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_7672bbc5-b0aa-4062-b389-0faadf382bd0"
"0521","ワーミ―Akyo","WormiesockAkyo","パロディ/Wormiesock,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_8c01977d-3a41-483d-9880-626842cb6f19"
"0522","義理チョコAkyo","girichocoAkyo","食べ物/スイーツ,食べ物,季節・行事",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_5f6d45a2-e71a-47f5-8fe2-079a2de0931c"
"0523","布ゴーストAkyo","nunoghostAkyo","チョコミント類,架空の存在,架空の存在/妖怪・おばけ,素材・材質・生地",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_520589a3-4c83-4ac7-a6f9-4ad24ab082db"
"0524","ロボアームAkyo","RoboArmAkyo","チョコミント類,機械,工業",,"NEET ENGINEER","https://vrchat.com/home/avatar/avtr_30cb309a-1a15-48ed-8951-190c9cc35eee"
"0525","二等辺三角形Akyo","二等辺三角形","チョコミント類,ギミック・特殊",,"NEET ENGINEER","https://vrchat.com/home/avatar/avtr_5811bb3c-aa70-46bc-87fc-d7a29a68a2aa"
"0526","キティAkyo","akyo siro2","パロディ/ハローキティ,パロディ",,"ささのき","https://vrchat.com/home/avatar/avtr_bf82a1ef-e685-4428-bbf3-f7cac74b4eab"
"0527","カフェどらごんAkyo","akyo どらごんcefe","架空の存在,ひこう,動物,架空の存在/りゅう・ドラゴン,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_2a1f578c-cfb6-49bb-8833-aec0969cd2a5"
"0528","サルAkyo","akyo saru","動物",,"ささのき","https://vrchat.com/home/avatar/avtr_dbe6c282-8cb6-449f-aa1a-862757313391"
"0529","うしAkyo2","akyo うし2","動物,動物/うし",,"ささのき","https://vrchat.com/home/avatar/avtr_73e856d1-59ae-4e3c-a818-2afca08a66e9"
"0530","ティラノAkyo2","ティラノ2","動物/恐竜,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_f530f699-c918-4e77-9c64-1232d1a07a97"
"0531","ウェディングきつねAkyo","akyo foxウェディング","動物/きつね,季節・行事,衣類・衣装,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_7fcd3f66-1da1-425c-8b60-9b7384eb28b8"
"0532","ミャクミャクAkyo","akyo akyoakyo","パロディ/ミャクミャク,パロディ,架空の存在,架空の存在/天使・神","あきょあきょしてきた","ささのき","https://vrchat.com/home/avatar/avtr_c28a2612-7037-4bf9-a04d-31ce7e3c1cb1"
"0533","R.I.P.Akyo","RestInAkyo","チョコミント類,建物,ハロウィン,季節・行事,なりきり・仮装",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_ce6a950b-22e0-45b8-9407-e27476b1d595"
"0534","墓石Akyo","bosekiAkyo","チョコミント類,建物,ハロウィン,季節・行事,素材・材質・生地,素材・材質・生地/石,なりきり・仮装",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_4db2f6fb-ae17-4cc8-89ac-6306e161c9dc"
"0535","リアル猫Akyo","Akyoxwell","動物/ねこ,実写,動物,芸術・アート",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_d49f5b99-ac6e-42c3-a7d7-86e0c9dc12a5"
"0536","BackRoomAkyo","kiiroibougohukuAkyo","パロディ/Backrooms,パロディ,ホラー",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_7ed83e28-c1a3-442c-8158-ad74b74ce390"
"0537","ひなまつりおおかみAkyo","akyo おおかみひなまつり","季節・行事,動物,動物/おおかみ,職業・家柄",,"ささのき","https://vrchat.com/home/avatar/avtr_fc1a94f3-8340-4b5c-9ead-3a768e95791b"
"0538","魔法少女きつねAkyo","akyo fox 魔法少女","動物/きつね,職業・家柄,ハロウィン,季節・行事,まほう,動物,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_c8937290-f0da-43ac-8386-d5865506457f"
"0539","うにAkyo","akyo uni","動物,自然,自然/海",,"ささのき","https://vrchat.com/home/avatar/avtr_b877aa1d-2fbc-497e-85e2-c7683ced3fe3"
"0540","どら焼きAkyo","akyo dorayaki","食べ物,食べ物/スイーツ,食べ物/料理",,"ささのき","https://vrchat.com/home/avatar/avtr_4d795aaa-bb90-4645-8135-cc16d6a95119"
"0541","オトモきつねAkyo","akyo きつねオトモ","動物/きつね,職業・家柄,パロディ/モンハン,パロディ,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_7e3f6a6d-83da-4f06-8e7e-274943b93199"
"0542","山笠Akyo","Akyo_yamakasa","チョコミント類,季節・行事,自然",,"Masami.S","https://vrchat.com/home/avatar/avtr_320c2cd3-0a4f-45ce-9e7a-09a55062ed0d"
"0543","ダンシングアフロAkyo","Akyo_Dancing Afro","髪型,音楽・楽器",,"Masami.S","https://vrchat.com/home/avatar/avtr_c202f0d6-f6ec-428e-aa44-bb5406921371"
"0544","OrinaAkyon","orinakyon","パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_9f5e6a8e-9c65-48af-bfdc-3bb83baf1479"
"0545","アイルーもどきAkyo","airoumodokiAkyo","動物/ねこ,パロディ/モンハン,パロディ,動物",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_1c26ddeb-3957-4146-a79f-1163224f368c"
"0546","Akyo魔博士","akyo魔博士","パロディ/ファンタスティック・フォー,パロディ,ハロウィン,季節・行事,職業・家柄,なりきり・仮装",,"ささのき","https://vrchat.com/home/avatar/avtr_a0e4bd90-0cad-40ec-ab4c-759de355b9d4"
"0547","手Akyo","tekyo_test","チョコミント類",,"thxxx0x74","https://vrchat.com/home/avatar/avtr_0ed29896-a9ae-41cf-9350-6f3124e1a7ac"
"0548","17HzAkyo","17Hz","ギミック・特殊",,"NEET ENGINEER","https://vrchat.com/home/avatar/avtr_1defa785-0a59-4b48-a3e2-60e2140e3a2d"
"0549","応力Akyo","応力Akyo","ギミック・特殊",,"NEET ENGINEER","https://vrchat.com/home/avatar/avtr_0e0a494c-c89a-4044-96e7-8c195b175d10"
"0550","キリン装備きつねAkyo","akyo キリン装備","動物/きつね,職業・家柄,パロディ/モンハン,パロディ,動物",,"ささのき","https://vrchat.com/home/avatar/avtr_e7a25fa3-d00f-4d5a-96ef-ad07a650f21c"
"0551","デンタルAkyo","akyo dental","歯",,"ささのき","https://vrchat.com/home/avatar/avtr_4e10c1c4-f406-4d2d-9eaa-a97b41248f90"
"0552","シャトルAkyo","Akyo シャトル","航空,乗り物",,"katsuya 9366","https://vrchat.com/home/avatar/avtr_6f5dff5a-82ee-4d4b-8b17-b57f8c6fe857"
"0553","RRどらごんAkyo","どらごんRR","架空の存在,ひこう,パロディ/ポケモン,パロディ,動物,架空の存在/りゅう・ドラゴン",,"ささのき","https://vrchat.com/home/avatar/avtr_eaf31613-4202-48bd-bb01-e587b45f038a"
"0554","ノワールAkyo","akyo ノワール","食べ物/スイーツ,食べ物",,"ささのき","https://vrchat.com/home/avatar/avtr_4f4a8dba-586d-442a-898b-9cd5edf05902"
"0555","VRCTVAkyo","VRCTVAkyo","チョコミント類,ギミック・特殊,電子",,"NEET ENGINEER","https://vrchat.com/home/avatar/avtr_77cf7753-8a9b-45eb-8155-a74434aff2ae"
"0556","ソーダAkyo2","akyo ソーダ2","飲み物",,"ささのき","https://vrchat.com/home/avatar/avtr_96c20f2a-02b1-4320-8ba9-71fc8111d266"
"0557","カツサンドAkyo","akyo カツサンド","食べ物,食べ物/料理,食べ物/料理/揚げ物",,"ささのき","https://vrchat.com/home/avatar/avtr_f4c46fd4-4770-4d08-93a5-f0917b798891"
"0558","アキョウノトモシビ","アキョウノトモシビ","菌類",,"long-potato","https://vrchat.com/home/avatar/avtr_b1004475-5fc5-47b4-acaa-276564eafefc"
"0559","コロナAkyo","coronakyo","ウイルス",,"long-potato","https://vrchat.com/home/avatar/avtr_965d33db-14b6-4435-8b35-a8e62af118e0"
"0560","でかちちサキュバスAkyo","bigboinsuccubusAkyo","チョコミント類,悪魔・淫魔,架空の存在,架空の存在/妖怪・おばけ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_850b20aa-4552-44a4-9181-a8f57de72dcf"
"0561","コンクリートAkyo","ConcreteAkyo","素材・材質・生地",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_9fd0ba74-53d8-4430-ae21-c8d897c10b19"
"0562","コンクリートAkyo2","ConcreteAkyo","素材・材質・生地",,"ふらっと（flat）","https://vrchat.com/home/avatar/avtr_aaa0fc29-6e51-4dfa-a332-649aff9e1483"
"0563","オニフスベAkyo","AKYOFUSUBE","菌類",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_9d348145-aae4-4736-8aed-68e93c29ce3a"
"0564","ミニぐるみAkyo","ミニぐるみAkyo","チョコミント類,デフォルメ",,"teramo","https://vrchat.com/home/avatar/avtr_07e5824b-c1cf-49c3-a790-4eb5477f1eb1"
"0565","お姫様Akyo","ohimesamaAkyo","チョコミント類,職業・家柄,歴史",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_c672232d-9fd0-40a8-8bce-8593db0699c9"
"0566","フルフルAkyo","huruhuruAkyo","モンスター,パロディ/モンハン,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_e8cf8505-4c50-424b-834c-e8faeae78639"
"0567","消火器Akyo","syoukakiAkyo","チョコミント類,設備",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_3d1597c3-7ab0-4777-a1f4-adbe8cab0354"
"0568","頭文字Akyo","Akyoutouhuten86","チョコミント類,乗り物,パロディ/頭文字D,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_115bf301-6c82-4d17-b06b-9b209408f662"
"0569","ワープスターAkyo","Warpakyoster","チョコミント類,乗り物,パロディ/カービィ,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_cc122f8f-4127-4eb7-9a3d-0c13ce3e242e"
"0570","AkyoチキンAkyo","akyo チキ","食べ物,食べ物/料理,パロディ/ファミリーマート,パロディ,食べ物/料理/揚げ物",,"ささのき","https://vrchat.com/home/avatar/avtr_2e1f580d-3835-4ec8-9faa-33a6096e2a7a"
"0571","トーストきつねAkyo2","akyo to-stFox2","動物/きつね,食べ物,動物,食べ物/料理,食べ物/パン",,"ささのき","https://vrchat.com/home/avatar/avtr_0c2a20b7-56dd-413e-a530-aeff2ec06531"
"0572","りんごAkyo","akyo りんご","食べ物,食べ物/フルーツ",,"ささのき","https://vrchat.com/home/avatar/avtr_0a317f00-06e4-4deb-9915-d147f1ec0f44"
"0573","はちAkyo","akyo はち","動物/虫,動物","花の蜜を集めるよ","ささのき","https://vrchat.com/home/avatar/avtr_4192cd46-3bec-42e7-aadb-eb25743700e3"
"0574","たこAkyo","たこAkyo","動物","かわいい","ふらっと（flat）","https://vrchat.com/home/avatar/avtr_a32c423c-45ee-416d-aad4-fcaf17e5d18e"
"0575","ありAkyo","akyo あり","動物/虫,動物","兄弟がたくさんいる","ささのき","https://vrchat.com/home/avatar/avtr_3782d68c-fb2a-41b1-8c1d-6f931f3a9431"
"0576","メロンパンかめAkyo","akyp かめメロンパン","食べ物,動物,食べ物/フルーツ,食べ物/スイーツ,食べ物/料理,動物/かめ,食べ物/パン","甘い香りを振りまくakyo。無果汁","ささのき","https://vrchat.com/home/avatar/avtr_b3f30bdf-9c8b-43e4-b29a-7b5a652c6c88"
"0577","フランスパンAkyo","akyo フランスパン","食べ物,食べ物/料理,食べ物/パン","香ばしい香りを漂わせる","ささのき","https://vrchat.com/home/avatar/avtr_66e939c1-4176-4b05-aac0-e44c2c7e7e4a"
"0578","レインコートどらごんAkyo","akyo どらごんレインコート","架空の存在,ひこう,衣類・衣装,動物,架空の存在/りゅう・ドラゴン","雨の日のお出かけどらごんakyo","ささのき","https://vrchat.com/home/avatar/avtr_d86a3dcc-cc1a-4947-afa8-05fa4f841e77"
"0579","もふひつじAkyo","mofumofusheepAkyo","動物,動物/ひつじ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_1a1c10c5-4594-44b8-af0f-2303dd249b76"
"0580","ギャルAkyo","galAkyo","チョコミント類,衣類・衣装",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_4fd38eea-392a-4695-8cf2-af446dd84e72"
"0581","霊夢Akyo","rakuennosutekinaAkyo","パロディ/東方,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_6ab059d3-ea84-4c72-9f55-7ab1d59ff389"
"0582","魔理沙Akyo","hutsuunoAkyotsukai","パロディ/東方,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_ea71d4e5-221e-4f6e-ac55-c262e193441a"
"0583","Bault-Akyo","bault-Akyo","チョコミント類,パロディ/Fallout,パロディ",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_f1a87926-cc7d-4ad8-854a-bec9b0d7bc44"
"0584","骨Akyo","骨Akyo","骨",,"甘水あみ","https://vrchat.com/home/avatar/avtr_caa0b7a7-281c-48e3-9286-6f7a5eeb0404"
"0585","Zakyo","Zakyo","パロディ/ガンダム,パロディ,武器・軍事","Akyoとは違うのだよ、Akyoとは！","ステルバイ","https://vrchat.com/home/avatar/avtr_68289ce3-3528-40af-be34-d1ecceaee10b"
"0586","ピーマンAkyo","akyo ピーマン","食べ物/野菜,食べ物","カラフルなピーマンakyo","ささのき","https://vrchat.com/home/avatar/avtr_9b279576-3b4a-48ef-8922-6d3a9d0afa64"
"0587","コーヒーAkyo2","akyo coffee2","飲み物","お持ち帰りされるコーヒーakyo","ささのき","https://vrchat.com/home/avatar/avtr_b60eef85-42db-4359-8f68-1f96b122b90c"
"0588","胴長パグAkyo","胴長パグakyo","パロディ,パロディ/VRChat,動物,動物/いぬ",,"polf","https://vrchat.com/home/avatar/avtr_92462918-6f82-4065-9233-8ac3bee80f5c"
"0589","ハウスネイルAkyo","Akyothehousnail","貝,建物,パロディ,パロディ/ジャム・ザ・ハウスネイル,動物,動物/かたつむり",,"葱 potipoti93","https://vrchat.com/home/avatar/avtr_54cc51a2-32a7-42ee-bec5-a67990cd7edb"
"0590","川Akyo","川Akyo","自然",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_56504c0b-cc0f-4e0f-b9ff-ee3172eb0191"
"0591","鯨肉Akyo","鯨肉Akyo","食べ物,動物,食べ物/お肉",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_5ad10f0e-b1c2-4089-ba34-88d4ce48a9aa"
"0592","スイカAkyo","suika_akyo","食べ物,食べ物/フルーツ",,"カヤ（kaya）","https://vrchat.com/home/avatar/avtr_7e77556c-07b1-4e67-9228-f28206408b4d"
